country,frequency_of_observation,measure,unit_of_measure,health_care_provider,asset_type,price_base,year,obs_value,base_per,unit_multiplier,decimals
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2011,80.205,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2010,85.84,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2009,323.062,,Millions,1
Czechia,Annual,Gross fixed capital formation,National currency,Providers of healthcare system administration and financing,Total,Current prices,2008,183.776,,Millions,1
Sweden,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Hospitals,Machinery and equipment,Not applicable,2003,62.971,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2018,54.395,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2017,55.068,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2016,57.316,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2015,56.714,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2014,55.602,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2013,55.851,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2012,56.292,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2011,55.964,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2010,54.576,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2009,53.271,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2008,53.148,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2007,54.317,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2006,54.646,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2005,57.704,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2004,57.893,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2003,57.933,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2002,57.905,,Units,1
United States,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2001,57.513,,Units,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2006,58210.707,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2005,58718.298,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2004,55807.185,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2003,53918.598,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2002,51901.9,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2001,46275.019,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2018,70376.357,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2017,69526.691,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2016,67362.995,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2015,66202.05,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2014,63218.995,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2013,66082.339,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2012,66656.224,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2011,64178.518,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2010,60561.03,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2009,59597.926,2015.0,Millions,1
United States,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Constant prices,2008,65185.693,2015.0,Millions,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2006,34.206,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2005,45.342,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2004,63.174,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2003,58.596,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2018,55.938,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2017,64.844,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2016,36.588,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2015,29.02,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2014,24.857,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2013,41.608,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2012,36.852,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2011,37.816,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2010,40.334,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2009,37.535,,Units,1
Mexico,Annual,Gross fixed capital formation,Percentage of expenditure in the same provider,Total,Machinery and equipment,Not applicable,2008,47.325,,Units,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2018,841.347,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2017,676.991,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2016,747.127,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2015,665.917,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2014,489.363,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2013,504.515,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2012,149.826,,Millions,1
Ireland,Annual,Gross fixed capital formation,National currency,Total,Machinery and equipment,Current prices,2011,368.126,,Millions,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Retailers and other providers of medical goods,Intellectual property products,Not applicable,2018,0.004,,Units,1
Portugal,Annual,Gross fixed capital formation,Percentage of GDP,Retailers and other providers of medical goods,Intellectual property products,Not applicable,2017,0.003,,Units,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2008,174.263,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2007,185.21,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2006,142.48,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2005,130.46,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2004,164.607,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2003,105.6,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2002,109.889,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2001,99.888,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2018,214.37,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2017,230.299,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2016,198.133,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2015,206.0,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2014,160.561,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2013,162.163,2015.0,Millions,1
Sweden,Annual,Gross fixed capital formation,National currency,Providers of ancillary services,Intellectual property products,Constant prices,2012,164.177,2015.0,Millions,1
